用户ID,客户分类,区域,是否省会,7月销量,8月销量,9月销量,10月销量,11月销量
69550,C类,三线城市,否,,1,9,0,0
71031,C类,三线城市,否,7,,,1,0
70965,C类,三线城市,否,,1,18,0,0
69920,C类,三线城市,否,,1,,0,0
69429,C类,三线城市,否,38,16,22,6,1
69741,C类,三线城市,否,11,4,3,3,2
69846,C类,三线城市,否,7,2,11,6,6
70021,C类,三线城市,否,17,14,4,4,5
70300,C类,三线城市,否,2,1,,5,1
70330,C类,三线城市,否,15,3,2,3,3
70378,C类,三线城市,否,10,9,9,5,5
70791,C类,三线城市,否,5,2,1,1,2
70540,C类,三线城市,否,15,13,,0,0
70595,C类,三线城市,否,4,1,3,0,0
69197,C类,三线城市,否,6,1,2,1,2
70180,C类,三线城市,否,12,6,4,7,1
70586,C类,三线城市,否,,1,1,0,0
70192,C类,三线城市,否,7,3,2,3,1
70678,C类,三线城市,否,10,20,13,13,4
67557,C类,三线城市,否,3,,1,0,0
70485,C类,三线城市,否,27,14,16,9,13
70985,C类,三线城市,否,4,5,2,0,0
70491,C类,三线城市,否,20,10,2,0,0
70059,C类,三线城市,否,19,38,33,18,9
69832,C类,三线城市,否,1,4,3,0,1
69720,C类,三线城市,否,1,8,3,0,6
70161,C类,三线城市,否,13,5,2,0,3
70741,C类,三线城市,否,5,2,2,3,2
69955,C类,三线城市,否,2,6,5,11,2
70884,C类,三线城市,否,8,6,8,8,1
70786,C类,三线城市,否,9,7,1,4,4
70569,C类,三线城市,否,16,15,3,3,0
70243,C类,三线城市,否,,,,0,0
70319,C类,三线城市,否,1,,1,0,0
69392,C类,三线城市,否,,1,,1,10
68025,C类,三线城市,否,35,16,25,3,3
70175,C类,三线城市,否,1,1,3,0,0
70172,C类,三线城市,否,8,5,7,5,6
70554,C类,三线城市,否,5,18,4,1,4
67517,C类,三线城市,否,8,,,0,0
70661,C类,三线城市,否,,1,1,10,21
69233,C类,三线城市,否,4,3,,0,0
69562,C类,三线城市,否,2,,,0,0
67720,C类,三线城市,否,13,5,13,12,13
70507,C类,三线城市,否,,1,13,9,1
70785,C类,三线城市,否,,,,0,1
69661,C类,三线城市,否,3,4,4,0,0
70948,C类,三线城市,否,12,8,5,1,1
69493,C类,三线城市,否,1,6,11,8,7
70356,C类,三线城市,否,40,17,21,16,17
69995,C类,三线城市,否,,2,,0,0
69142,C类,一线城市,否,4,6,3,3,2
69653,C类,一线城市,否,5,4,5,7,2
69910,C类,一线城市,否,7,5,,0,3
68837,C类,一线城市,否,5,10,5,4,9
70305,C类,一线城市,否,3,13,11,5,11
69424,C类,一线城市,否,7,4,2,6,2
69767,C类,一线城市,否,9,3,3,0,6
69861,C类,一线城市,否,57,49,65,67,79
69913,C类,一线城市,否,6,8,17,12,9
70907,C类,一线城市,否,1,1,,0,0
70259,C类,二线城市,否,10,7,3,1,1
70400,C类,二线城市,否,,11,9,17,15
13393,C类,二线城市,否,4,5,10,6,3
24602,C类,二线城市,否,,5,5,13,7
69334,C类,二线城市,否,3,,5,3,7
69470,C类,二线城市,否,,3,1,3,7
69842,C类,二线城市,否,26,31,31,29,26
70054,C类,二线城市,否,3,2,2,1,0
70523,C类,二线城市,否,6,1,7,6,6
69189,C类,二线城市,否,10,9,7,4,13
69498,C类,二线城市,否,6,5,,5,5
67690,C类,二线城市,否,4,2,8,4,3
69962,C类,二线城市,否,,,,0,0
70000,C类,二线城市,否,9,1,3,0,0
70696,C类,二线城市,否,7,17,13,11,6
69993,C类,二线城市,否,7,5,7,6,14
69764,C类,二线城市,否,5,5,6,6,4
70416,C类,二线城市,否,15,16,13,16,10
71047,C类,二线城市,否,27,14,3,6,7
69891,C类,二线城市,否,4,3,3,3,2
70081,C类,二线城市,否,8,4,4,5,2
70237,C类,二线城市,否,12,33,15,8,5
70847,C类,二线城市,否,10,3,3,7,3
70909,C类,二线城市,否,,,,0,0
70085,C类,二线城市,否,9,9,10,9,6
69057,C类,二线城市,否,23,15,7,5,11
69395,C类,二线城市,否,13,2,6,9,2
70281,C类,二线城市,否,,,,10,4
70624,C类,二线城市,否,35,24,27,33,3
70652,C类,二线城市,否,3,2,1,3,1
69177,C类,二线城市,否,4,5,5,6,4
69688,C类,二线城市,否,,,8,12,9
68566,C类,二线城市,否,3,2,19,22,24
69223,C类,二线城市,否,,2,2,2,2
69820,C类,二线城市,否,13,5,8,13,12
70249,C类,二线城市,否,13,7,7,7,12
70446,C类,二线城市,否,7,7,1,1,0
69369,C类,二线城市,否,9,11,13,12,14
69519,C类,二线城市,否,4,4,1,0,2
69883,C类,二线城市,否,2,,11,5,9
70238,C类,二线城市,否,12,6,9,4,7
70508,C类,二线城市,否,4,4,,7,0
70533,C类,二线城市,否,6,3,10,6,6
69844,C类,二线城市,否,11,11,16,11,17
69965,C类,二线城市,否,1,,,0,0
70614,C类,二线城市,否,2,10,8,0,5
69258,C类,二线城市,否,1,,,0,0
69077,C类,二线城市,否,4,7,9,4,11
69839,C类,二线城市,否,2,2,1,2,8
69139,C类,二线城市,否,9,,12,8,4
69419,C类,二线城市,否,4,4,1,1,3
69967,C类,二线城市,否,4,1,8,5,4
70218,C类,二线城市,否,16,4,5,4,3
68159,C类,二线城市,否,,5,,0,4
70968,C类,二线城市,否,6,7,3,1,8
70254,C类,二线城市,否,3,,,0,0
67993,C类,二线城市,否,,,1,0,0
69521,C类,二线城市,否,12,6,14,16,18
69591,C类,二线城市,否,10,4,11,1,5
69353,C类,二线城市,否,2,4,6,0,8
69476,C类,二线城市,否,23,25,18,14,23
69612,C类,二线城市,否,18,29,13,23,19
70078,C类,二线城市,否,,,,0,0
70488,C类,二线城市,否,5,4,5,8,5
70688,C类,二线城市,否,4,1,4,1,2
69410,C类,二线城市,否,16,10,8,13,11
69510,C类,二线城市,否,,,1,4,6
70353,C类,二线城市,否,5,9,1,3,2
70789,C类,二线城市,否,6,,3,0,3
70911,C类,二线城市,否,31,17,23,26,29
69234,C类,二线城市,否,9,8,16,12,9
69306,C类,二线城市,否,2,3,1,2,1
68665,C类,二线城市,否,16,6,13,12,14
68903,C类,二线城市,否,,1,,0,0
69724,C类,二线城市,否,20,16,13,0,0
67079,C类,二线城市,否,,,7,2,2
67423,C类,二线城市,否,8,7,8,6,6
69193,C类,二线城市,否,18,13,14,15,8
69593,C类,二线城市,否,2,10,7,10,6
70763,C类,二线城市,否,,2,6,0,0
69239,C类,二线城市,否,5,8,6,5,4
69483,C类,二线城市,否,9,,10,3,2
70220,C类,二线城市,否,7,7,11,6,4
70607,C类,二线城市,否,9,2,16,13,7
69219,C类,二线城市,否,5,13,13,10,7
69825,C类,二线城市,否,9,1,8,5,8
69078,C类,二线城市,否,10,2,15,7,2
69293,C类,二线城市,否,7,3,12,5,0
54017,C类,二线城市,否,2,2,,2,0
68604,C类,二线城市,否,6,4,5,3,0
70144,C类,二线城市,否,,4,2,7,1
70854,C类,二线城市,否,,4,2,1,1
69185,C类,二线城市,否,5,1,3,3,5
69216,C类,二线城市,否,6,9,1,5,8
69783,C类,二线城市,否,6,9,2,6,6
69974,C类,二线城市,否,12,5,11,13,10
70229,C类,二线城市,否,18,12,13,16,15
70258,C类,二线城市,否,7,8,5,3,6
70881,C类,二线城市,否,10,2,3,1,1
70952,C类,二线城市,否,,4,,1,0
69271,C类,二线城市,否,3,2,1,0,0
65738,C类,二线城市,否,5,13,38,3,2
69589,C类,二线城市,否,59,18,18,22,8
69715,C类,二线城市,否,17,21,19,10,15
69775,C类,二线城市,否,31,30,28,0,0
69928,C类,二线城市,否,4,3,7,3,4
70370,C类,二线城市,否,24,13,19,5,4
70386,C类,二线城市,否,6,2,4,8,15
70490,C类,二线城市,否,,7,7,8,10
70191,C类,二线城市,否,24,11,19,26,11
70769,C类,二线城市,否,4,,5,2,3
66749,C类,二线城市,否,,3,,3,2
69536,C类,二线城市,否,1,5,14,0,0
70755,C类,二线城市,否,8,1,25,6,0
10759,C类,二线城市,否,1,10,10,6,5
70169,C类,二线城市,否,,8,4,9,8
70312,C类,二线城市,否,3,,2,3,3
70483,C类,二线城市,否,,7,4,5,4
70556,C类,二线城市,否,4,,6,0,0
70598,C类,二线城市,否,3,3,6,1,3
70773,C类,二线城市,否,12,2,3,6,5
69940,C类,二线城市,否,7,5,7,10,9
70074,C类,二线城市,否,15,8,5,5,2
69710,C类,二线城市,否,6,8,4,5,1
69998,C类,二线城市,否,49,45,48,38,12
69253,C类,二线城市,否,2,7,3,1,2
69509,C类,二线城市,否,10,7,13,9,19
69984,C类,二线城市,否,8,1,5,7,3
69268,C类,二线城市,否,8,2,10,6,1
69347,C类,二线城市,否,5,4,28,25,10
70546,C类,二线城市,否,9,7,16,12,6
70256,C类,二线城市,否,,,1,0,0
69692,C类,二线城市,否,3,,,0,0
69120,C类,二线城市,否,19,32,9,12,6
69346,C类,一线城市,否,2,2,4,1,3
69430,C类,一线城市,否,3,1,5,3,4
69600,C类,一线城市,否,8,1,8,5,1
70288,C类,一线城市,否,21,17,14,10,9
70295,C类,一线城市,否,11,8,12,6,11
70682,C类,一线城市,否,11,4,8,4,8
70834,C类,一线城市,否,5,7,3,7,5
70920,C类,一线城市,否,2,2,2,4,4
70168,C类,一线城市,否,8,8,11,7,5
70321,C类,一线城市,否,2,5,2,0,1
70505,C类,一线城市,否,6,3,5,1,1
69054,C类,一线城市,否,8,12,3,5,4
69339,C类,一线城市,否,,8,13,2,7
69380,C类,一线城市,否,,,,3,2
70467,C类,一线城市,否,8,5,8,11,5
66371,C类,一线城市,否,22,11,30,26,33
69205,C类,一线城市,否,5,8,4,7,3
69225,C类,一线城市,否,1,1,3,0,1
69286,C类,一线城市,否,5,2,3,2,2
69399,C类,一线城市,否,18,5,5,7,7
69407,C类,一线城市,否,3,5,6,11,12
69604,C类,一线城市,否,12,9,28,15,18
69605,C类,一线城市,否,4,6,5,9,9
69871,C类,一线城市,否,4,3,8,6,8
70748,C类,一线城市,否,17,6,14,9,16
70901,C类,一线城市,否,11,9,6,7,7
68676,C类,一线城市,否,6,2,8,7,7
70252,C类,一线城市,否,3,,1,0,3
20773,C类,一线城市,否,12,4,7,1,10
69687,C类,一线城市,否,3,1,8,6,4
69697,C类,一线城市,否,11,3,4,4,9
69747,C类,一线城市,否,8,9,3,0,0
69866,C类,一线城市,否,11,3,2,0,0
69924,C类,一线城市,否,1,6,4,2,4
70365,C类,一线城市,否,14,13,5,14,8
70424,C类,一线城市,否,12,7,13,4,1
70472,C类,一线城市,否,11,5,4,1,6
70908,C类,一线城市,否,1,2,3,4,2
69869,C类,二线城市,否,2,9,6,11,13
70100,C类,二线城市,否,15,11,8,12,13
70898,C类,二线城市,否,10,16,14,10,15
68782,C类,二线城市,否,1,3,1,0,0
69256,C类,二线城市,否,10,6,7,2,0
70182,C类,二线城市,否,11,20,11,4,15
70930,C类,二线城市,否,6,,,0,0
69632,C类,二线城市,否,1,4,2,5,3
69642,C类,二线城市,否,8,2,23,10,10
70114,C类,二线城市,否,2,2,4,3,6
70323,C类,二线城市,否,10,8,8,13,3
70752,C类,二线城市,否,11,3,7,3,1
69449,C类,二线城市,否,17,11,14,28,20
69557,C类,二线城市,否,7,5,2,6,2
70826,C类,二线城市,否,6,1,11,4,5
69595,C类,二线城市,否,6,3,16,21,12
70247,C类,二线城市,否,2,2,3,8,3
70284,C类,二线城市,否,1,2,1,2,0
70468,C类,二线城市,否,2,,,2,1
69342,C类,二线城市,否,6,4,6,6,9
69542,C类,二线城市,否,4,3,4,1,0
69547,C类,二线城市,否,10,8,5,9,4
69700,C类,二线城市,否,3,2,5,2,7
69751,C类,二线城市,否,,8,6,6,8
70844,C类,二线城市,否,2,,11,5,9
6898,C类,二线城市,否,14,8,16,12,25
69533,C类,二线城市,否,5,3,3,4,1
70512,C类,二线城市,否,1,,5,4,0
70668,C类,二线城市,否,3,2,3,3,6
68587,C类,二线城市,否,8,4,11,7,5
68826,C类,二线城市,否,4,9,12,9,6
69477,C类,二线城市,否,3,4,8,5,6
69525,C类,二线城市,否,8,5,5,3,6
69714,C类,二线城市,否,8,11,11,8,6
70692,C类,二线城市,否,8,5,1,0,2
70935,C类,二线城市,否,3,6,8,10,7
70963,C类,二线城市,否,13,16,17,10,21
71035,C类,二线城市,否,13,10,11,7,7
69154,C类,二线城市,否,1,2,2,2,3
69183,C类,二线城市,否,7,11,3,4,0
69246,C类,二线城市,否,7,6,9,6,11
69344,C类,二线城市,否,4,10,6,7,8
69416,C类,二线城市,否,1,3,3,3,2
69759,C类,二线城市,否,11,12,10,19,12
69854,C类,二线城市,否,3,4,5,3,2
70020,C类,二线城市,否,6,3,2,4,2
70095,C类,二线城市,否,8,4,2,6,4
70145,C类,二线城市,否,3,1,1,0,4
70261,C类,二线城市,否,3,,3,4,2
70391,C类,二线城市,否,4,7,7,6,9
70394,C类,二线城市,否,8,6,3,5,6
70531,C类,二线城市,否,1,1,2,0,0
70536,C类,二线城市,否,2,,15,3,12
70570,C类,二线城市,否,4,8,3,6,5
70665,C类,二线城市,否,94,13,61,10,0
70673,C类,二线城市,否,4,,3,0,3
70680,C类,二线城市,否,7,2,4,4,5
70840,C类,二线城市,否,7,1,8,3,1
70910,C类,二线城市,否,4,2,2,0,5
70954,C类,二线城市,否,6,2,4,3,1
71117,C类,二线城市,否,6,1,,0,0
69742,C类,二线城市,否,4,,7,10,8
69400,C类,二线城市,否,4,4,2,1,0
69778,C类,二线城市,否,8,7,7,5,6
70080,C类,二线城市,否,2,7,6,6,7
70381,C类,二线城市,否,3,3,4,6,5
70695,C类,二线城市,否,9,,3,7,0
71149,C类,二线城市,否,5,3,2,0,0
67536,C类,二线城市,否,5,6,10,12,6
69455,C类,二线城市,否,1,1,6,5,9
69683,C类,二线城市,否,8,5,10,7,5
69785,C类,二线城市,否,,5,9,2,4
70537,C类,二线城市,否,8,9,7,9,5
70700,C类,二线城市,否,7,16,8,8,16
70701,C类,二线城市,否,3,5,9,13,11
70729,C类,二线城市,否,5,3,1,5,1
70751,C类,二线城市,否,4,,,0,0
68980,C类,二线城市,否,3,6,10,4,7
69450,C类,二线城市,否,17,7,19,12,9
69833,C类,二线城市,否,12,7,6,17,5
70572,C类,二线城市,否,5,,4,0,2
12156,C类,二线城市,否,2,4,5,1,2
14933,C类,二线城市,否,5,3,,1,3
69555,C类,二线城市,否,4,3,5,1,3
69892,C类,二线城市,否,3,,1,3,0
70298,C类,二线城市,否,3,4,10,9,10
70465,C类,二线城市,否,6,4,7,6,4
69961,C类,二线城市,否,26,1,,0,0
70559,C类,二线城市,否,4,1,1,0,3
70710,C类,二线城市,否,,,,6,2
70768,C类,二线城市,否,8,1,1,0,1
71140,C类,二线城市,否,6,,5,0,3
57516,C类,二线城市,否,1,,22,9,4
69010,C类,二线城市,否,2,23,13,10,4
69093,C类,二线城市,否,7,12,5,6,3
69425,C类,二线城市,否,3,10,8,2,5
69520,C类,二线城市,否,3,4,4,6,4
69771,C类,二线城市,否,5,1,5,8,7
70346,C类,二线城市,否,5,8,11,3,2
70366,C类,二线城市,否,15,16,3,5,6
70848,C类,二线城市,否,5,5,4,3,2
70914,C类,二线城市,否,6,5,6,5,5
69292,C类,二线城市,否,3,10,5,3,8
69304,C类,二线城市,否,8,7,7,1,5
70644,C类,二线城市,否,5,2,2,4,6
70351,C类,二线城市,否,6,1,2,3,6
71073,C类,二线城市,否,4,,7,3,1
69602,C类,二线城市,否,7,8,5,2,6
69624,C类,二线城市,否,5,3,7,16,7
69734,C类,二线城市,否,6,8,9,7,4
69758,C类,二线城市,否,23,5,7,7,3
69761,C类,二线城市,否,26,27,46,36,5
70042,C类,二线城市,否,7,3,6,5,0
70542,C类,二线城市,否,9,6,4,5,4
69218,C类,二线城市,否,8,13,6,13,5
69852,C类,二线城市,否,,2,3,4,4
70289,C类,二线城市,否,17,21,12,0,0
70562,C类,二线城市,否,4,6,3,12,8
70820,C类,二线城市,否,6,1,5,3,2
70905,C类,二线城市,否,5,5,4,3,14
68947,C类,二线城市,否,1,5,9,1,1
70878,C类,二线城市,否,9,11,8,12,8
69415,C类,二线城市,否,6,7,7,9,8
70392,C类,二线城市,否,1,14,8,8,7
70647,C类,二线城市,否,21,17,12,19,17
69486,C类,二线城市,否,,2,2,0,4
69650,C类,二线城市,否,10,1,1,4,2
69663,C类,二线城市,否,1,,1,0,0
70184,C类,二线城市,否,5,3,3,2,2
70978,C类,二线城市,否,9,3,5,6,9
69647,C类,二线城市,否,8,4,4,1,3
70385,C类,二线城市,否,11,1,1,4,4
70528,C类,二线城市,否,12,9,6,15,8
70602,C类,二线城市,否,2,4,7,4,4
70616,C类,二线城市,否,3,3,7,8,12
70703,C类,二线城市,否,8,4,5,12,9
71067,C类,二线城市,否,6,3,5,2,4
71116,C类,二线城市,否,12,7,16,9,8
69791,C类,二线城市,否,4,5,11,4,6
70766,C类,二线城市,否,,1,2,0,0
69671,C类,二线城市,否,10,3,8,6,0
69756,C类,二线城市,否,7,3,4,8,7
69988,C类,二线城市,否,7,9,10,10,11
70062,C类,二线城市,否,8,5,4,1,4
70148,C类,二线城市,否,3,6,7,2,11
70364,C类,二线城市,否,6,7,7,6,4
70510,C类,二线城市,否,6,7,4,3,4
70784,C类,二线城市,否,3,3,3,1,1
70822,C类,二线城市,否,16,19,3,2,1
70937,C类,二线城市,否,7,1,3,0,1
71108,C类,二线城市,否,8,3,9,2,6
16765,C类,二线城市,否,26,4,1,1,5
70262,C类,二线城市,否,22,6,1,21,8
70995,C类,二线城市,否,43,10,3,7,0
69511,C类,二线城市,否,13,8,,3,1
70589,C类,二线城市,否,20,20,9,9,8
70857,C类,二线城市,否,2,3,4,3,5
70987,C类,二线城市,否,,1,,2,2
69335,C类,二线城市,否,,,7,26,14
69352,C类,二线城市,否,,,,3,5
69718,C类,二线城市,否,7,13,7,4,5
70121,C类,二线城市,否,5,1,3,9,10
70155,C类,二线城市,否,25,17,11,30,16
69431,C类,二线城市,否,3,6,1,2,1
7521,C类,二线城市,否,2,,4,1,0
53974,C类,二线城市,否,,16,13,17,13
70903,C类,二线城市,否,9,4,5,10,9
69518,C类,二线城市,否,13,10,6,10,3
70272,C类,二线城市,否,2,12,13,0,1
70403,C类,二线城市,否,,1,5,0,0
70418,C类,二线城市,否,9,4,,2,2
70851,C类,二线城市,否,18,7,10,4,8
69196,C类,二线城市,否,13,9,7,4,7
69368,C类,二线城市,否,24,18,17,22,26
69398,C类,二线城市,否,,1,4,1,1
69812,C类,二线城市,否,1,,6,3,6
70088,C类,二线城市,否,4,6,9,7,3
70623,C类,二线城市,否,20,10,16,11,8
70814,C类,二线城市,否,,1,1,0,1
69381,C类,二线城市,否,10,4,7,7,10
69436,C类,二线城市,否,,,,0,6
69479,C类,二线城市,否,6,2,2,4,4
69960,C类,二线城市,否,9,16,15,7,12
70063,C类,二线城市,否,176,29,,0,0
70825,C类,二线城市,否,4,8,7,5,10
71119,C类,二线城市,否,7,6,8,13,6
67111,C类,二线城市,否,3,1,1,1,1
69224,C类,二线城市,否,13,4,13,13,12
69439,C类,二线城市,否,3,2,2,2,1
69452,C类,二线城市,否,10,3,3,2,2
69522,C类,二线城市,否,7,4,8,27,3
69706,C类,二线城市,否,8,10,25,18,11
70301,C类,二线城市,否,3,3,2,2,2
70611,C类,二线城市,否,3,1,0,6,2
70827,C类,二线城市,否,9,11,4,6,4
69096,C类,二线城市,否,2,8,2,0,0
69260,C类,二线城市,否,2,2,1,2,2
69411,C类,二线城市,否,8,6,7,8,10
69548,C类,二线城市,否,2,7,9,7,5
69735,C类,二线城市,否,8,4,4,1,2
69773,C类,二线城市,否,2,,1,1,0
69777,C类,二线城市,否,6,3,12,2,2
69847,C类,二线城市,否,2,10,4,1,0
70011,C类,二线城市,否,6,10,6,10,17
70034,C类,二线城市,否,16,21,16,12,12
70105,C类,二线城市,否,6,4,5,13,4
70164,C类,二线城市,否,5,5,6,8,7
70210,C类,二线城市,否,6,3,6,4,0
70253,C类,二线城市,否,2,7,5,1,3
70444,C类,二线城市,否,4,3,6,8,10
70471,C类,二线城市,否,10,5,8,5,4
70529,C类,二线城市,否,6,6,7,5,0
70592,C类,二线城市,否,5,3,9,3,3
70648,C类,二线城市,否,5,4,1,8,6
70671,C类,二线城市,否,3,3,1,4,2
70780,C类,二线城市,否,3,3,3,1,1
70835,C类,二线城市,否,10,5,16,12,9
71019,C类,二线城市,否,8,4,7,10,17
69665,C类,二线城市,否,27,,11,0,0
70501,C类,二线城市,否,12,9,5,6,2
70975,C类,二线城市,否,,,3,3,2
69282,C类,二线城市,否,5,1,3,5,0
69358,C类,二线城市,否,1,12,10,11,14
69798,C类,二线城市,否,6,3,9,3,4
70153,C类,二线城市,否,8,5,2,8,7
70160,C类,二线城市,否,6,3,11,19,23
70166,C类,二线城市,否,,3,1,0,2
70762,C类,二线城市,否,8,1,5,7,4
71070,C类,二线城市,否,4,,3,3,4
69075,C类,二线城市,否,16,21,7,8,5
69376,C类,二线城市,否,8,8,6,2,6
70774,C类,二线城市,否,20,5,7,7,8
70783,C类,二线城市,否,11,7,4,5,3
70236,C类,二线城市,否,1,6,3,0,1
69378,C类,二线城市,否,3,3,2,3,1
69829,C类,二线城市,否,,2,2,5,3
70005,C类,二线城市,否,2,7,6,3,4
70655,C类,二线城市,否,,,1,43,37
69757,C类,二线城市,否,12,7,7,8,10
69908,C类,二线城市,否,9,10,12,10,5
70068,C类,二线城市,否,8,10,4,9,15
70388,C类,二线城市,否,13,12,6,6,6
70527,C类,二线城市,否,2,7,1,5,2
70758,C类,二线城市,否,5,1,4,0,0
70770,C类,二线城市,否,5,9,7,4,1
71056,C类,二线城市,否,6,3,7,8,9
66860,C类,二线城市,否,2,,,0,0
69228,C类,二线城市,否,6,7,7,4,7
69317,C类,二线城市,否,4,12,10,3,3
69507,C类,二线城市,否,7,9,7,14,11
70108,C类,二线城市,否,6,6,5,3,2
69362,C类,二线城市,否,16,5,10,8,1
69769,C类,二线城市,否,7,7,1,10,6
70304,C类,二线城市,否,15,17,6,8,8
70821,C类,二线城市,否,30,28,25,33,16
68994,C类,二线城市,否,,1,1,1,2
69890,C类,二线城市,否,3,,,13,2
70337,C类,二线城市,否,,2,4,2,4
69207,C类,二线城市,否,2,2,19,13,19
69294,C类,二线城市,否,9,5,2,10,9
69309,C类,二线城市,否,10,10,8,12,14
69512,C类,二线城市,否,9,1,12,9,7
69963,C类,二线城市,否,,6,6,3,1
70096,C类,二线城市,否,3,3,7,4,6
70185,C类,二线城市,否,6,13,22,24,3
70926,C类,二线城市,否,15,12,10,6,3
71086,C类,二线城市,否,5,6,4,7,9
69297,C类,二线城市,否,1,,,0,3
69489,C类,二线城市,否,10,6,7,4,4
69781,C类,二线城市,否,35,30,3,3,7
69821,C类,二线城市,否,9,7,6,4,5
70470,C类,二线城市,否,12,26,20,18,20
70639,C类,二线城市,否,16,6,12,7,0
59653,C类,二线城市,否,2,1,1,2,0
69319,C类,二线城市,否,2,,1,2,0
69366,C类,二线城市,否,5,1,1,2,0
69472,C类,二线城市,否,4,1,,0,0
69506,C类,二线城市,否,,,4,1,0
69535,C类,二线城市,否,7,4,1,0,3
69813,C类,二线城市,否,10,1,6,1,4
70410,C类,二线城市,否,3,3,,0,1
70428,C类,二线城市,否,5,7,2,0,5
70547,C类,二线城市,否,2,,1,0,2
70596,C类,二线城市,否,4,2,1,2,11
70796,C类,二线城市,否,8,1,,3,1
70809,C类,二线城市,否,4,4,4,6,5
71043,C类,二线城市,否,4,7,7,3,6
69523,C类,二线城市,否,4,6,5,5,5
70426,C类,二线城市,否,4,2,9,12,5
71142,C类,二线城市,否,7,,,0,1
71148,C类,二线城市,否,11,8,2,1,1
3843,C类,二线城市,否,17,27,14,38,26
69143,C类,二线城市,否,8,11,9,7,0
69316,C类,二线城市,否,5,3,3,2,5
70719,C类,二线城市,否,31,10,17,23,10
66839,C类,二线城市,否,,1,5,0,3
69359,C类,二线城市,否,11,6,8,6,6
69405,C类,二线城市,否,1,1,1,1,2
69505,C类,二线城市,否,21,17,30,15,11
69727,C类,二线城市,否,4,2,1,1,2
70200,C类,二线城市,否,1,2,,1,1
70597,C类,二线城市,否,4,1,2,0,0
70928,C类,二线城市,否,7,2,3,9,12
70931,C类,二线城市,否,2,,,4,2
71128,C类,二线城市,否,2,,,0,0
71082,C类,三线城市,否,3,1,4,9,2
69563,C类,三线城市,否,5,2,2,3,4
70176,C类,三线城市,否,3,9,,2,1
70371,C类,三线城市,否,4,7,,0,1
70425,C类,三线城市,否,22,10,4,7,2
69859,C类,三线城市,否,34,,5,7,11
71097,C类,三线城市,否,2,,,1,5
69979,C类,三线城市,否,3,7,7,9,14
70984,C类,三线城市,否,23,30,23,46,57
69012,C类,三线城市,否,10,1,12,4,8
70308,C类,三线城市,否,3,3,3,0,8
67293,C类,三线城市,否,5,1,12,2,0
69236,C类,三线城市,否,5,2,5,0,0
69418,C类,三线城市,否,,1,5,1,0
70374,C类,三线城市,否,3,1,2,2,1
71048,C类,三线城市,否,5,4,6,2,5
70947,C类,三线城市,否,14,3,4,0,0
69267,C类,三线城市,否,31,9,18,7,1
69673,C类,三线城市,否,8,7,4,3,0
69849,C类,三线城市,否,27,16,33,5,21
70810,C类,三线城市,否,6,29,30,30,0
70873,C类,三线城市,否,8,14,25,23,9
70956,C类,三线城市,否,7,6,11,3,0
69565,C类,三线城市,否,2,,1,2,0
69643,C类,三线城市,否,4,1,,0,0
69877,C类,三线城市,否,5,1,,3,0
69975,C类,三线城市,否,4,1,,0,0
68678,C类,三线城市,否,5,,1,0,2
69802,C类,三线城市,否,14,21,23,0,6
69273,C类,三线城市,否,3,5,2,1,1
69858,C类,三线城市,否,5,6,1,0,3
69933,C类,三线城市,否,3,2,,0,0
70032,C类,三线城市,否,1,3,1,0,2
70629,C类,三线城市,否,6,8,7,0,8
70517,C类,三线城市,否,2,3,9,1,7
70746,C类,三线城市,否,1,,,0,0
70103,C类,三线城市,否,9,27,6,6,14
70977,C类,三线城市,否,9,6,9,5,4
70613,C类,三线城市,否,2,,1,0,0
69772,C类,三线城市,否,14,12,11,3,0
70335,C类,三线城市,否,2,7,,12,0
69654,C类,三线城市,否,18,9,5,0,0
69659,C类,三线城市,否,3,1,,0,0
69417,C类,三线城市,否,,,6,1,0
70138,C类,三线城市,否,,1,7,3,5
70271,C类,三线城市,否,11,16,13,10,14
70436,C类,三线城市,否,5,3,8,3,6
70442,C类,三线城市,否,2,3,2,5,3
70896,C类,三线城市,否,5,5,8,8,4
71033,C类,三线城市,否,3,1,8,3,6
69524,C类,三线城市,否,9,,5,0,0
70484,C类,三线城市,否,,,,3,5
70739,C类,三线城市,否,1,,,0,0
70761,C类,三线城市,否,,3,3,0,3
71066,C类,三线城市,否,5,7,5,4,1
66079,C类,三线城市,否,3,4,3,1,0
69089,C类,三线城市,否,,,2,0,0
70895,C类,三线城市,否,33,14,24,17,6
70923,C类,三线城市,否,13,1,1,2,0
69140,C类,三线城市,否,8,7,5,0,4
69504,C类,三线城市,否,3,2,2,0,0
69190,C类,三线城市,否,10,15,8,7,4
69794,C类,三线城市,否,3,6,12,8,7
70942,C类,三线城市,否,4,3,2,2,1
71155,C类,三线城市,否,3,,,0,0
69810,C类,三线城市,否,24,9,12,0,0
69473,C类,三线城市,否,4,2,6,0,0
68700,C类,三线城市,否,4,3,4,0,0
69222,C类,三线城市,否,11,7,12,2,0
69668,C类,三线城市,否,4,9,5,4,1
70869,C类,三线城市,否,12,2,5,7,3
69242,C类,三线城市,否,,,2,3,2
69646,C类,三线城市,否,2,4,4,2,0
70133,C类,三线城市,否,6,5,10,8,3
70343,C类,三线城市,否,13,11,11,15,1
70603,C类,三线城市,否,2,2,3,4,2
70712,C类,三线城市,否,1,,5,3,2
