用户ID,客户分类,区域,是否省会,7月销量,8月销量,9月销量,10月销量,11月销量
30679,A类,二线城市,否,5,10,20,25,23
59335,A类,一线城市,否,10,5,9,9,7
42433,A类,二线城市,否,31,16,15,9,12
1678,A类,一线城市,否,7,7,8,7,16
6350,A类,一线城市,否,8,5,3,7,4
6580,A类,二线城市,否,14,5,11,14,16
45837,A类,二线城市,否,6,4,1,2,2
47687,A类,一线城市,否,2,2,4,0,0
48581,A类,二线城市,否,19,10,12,12,5
59034,A类,一线城市,否,12,8,2,2,3
14102,A类,二线城市,否,,7,2,4,8
15750,A类,二线城市,否,15,2,3,16,7
27904,A类,一线城市,否,11,3,10,9,8
20359,A类,三线城市,否,31,27,1,17,0
35812,A类,一线城市,否,1,5,8,14,7
44293,A类,二线城市,否,18,23,20,17,18
22090,A类,三线城市,否,9,7,7,9,10
47646,A类,二线城市,否,7,11,4,10,3
33833,A类,二线城市,否,5,11,12,8,8
51076,A类,二线城市,否,8,7,8,7,3
6617,A类,二线城市,否,5,7,14,15,13
13025,A类,二线城市,否,8,12,4,7,7
37274,A类,二线城市,否,5,7,6,6,7
59584,A类,二线城市,否,27,29,30,21,33
439,A类,二线城市,否,3,8,9,9,7
1458,A类,二线城市,否,12,9,18,14,14
10601,A类,二线城市,否,10,3,8,6,6
11625,A类,一线城市,否,4,2,1,5,2
16678,A类,二线城市,否,17,8,12,28,17
42880,A类,二线城市,否,5,10,7,9,10
57902,A类,三线城市,否,1,,1,2,0
1114,A类,二线城市,否,65,47,47,58,35
8241,A类,一线城市,否,6,7,12,4,10
13717,A类,三线城市,否,9,1,6,3,13
26814,A类,二线城市,否,1,10,12,8,4
45039,A类,二线城市,否,7,2,5,2,4
457,A类,二线城市,否,2,4,4,5,4
7054,A类,二线城市,否,14,10,17,12,9
37800,A类,二线城市,否,5,2,4,4,3
57869,A类,二线城市,否,12,11,6,15,19
59474,A类,一线城市,否,4,2,8,5,4
9708,A类,二线城市,否,,1,,0,1
16999,A类,三线城市,否,15,8,2,4,11
44343,A类,二线城市,否,16,14,19,19,13
44939,A类,二线城市,否,20,19,12,10,12
47857,A类,二线城市,否,35,29,35,35,27
59444,A类,二线城市,否,9,5,13,13,6
3632,A类,二线城市,否,17,9,17,6,26
3635,A类,二线城市,否,16,12,9,9,8
26131,A类,二线城市,否,3,9,4,9,5
4517,A类,一线城市,否,6,8,5,3,4
14684,A类,二线城市,否,7,6,10,5,12
19381,A类,二线城市,否,1,3,,4,2
27212,A类,二线城市,否,13,7,15,8,12
37731,A类,二线城市,否,4,9,,11,21
15026,A类,二线城市,否,32,18,42,42,18
15860,A类,二线城市,否,4,8,9,11,3
32014,A类,二线城市,否,11,14,7,15,18
47686,A类,三线城市,否,10,1,3,3,6
59648,A类,三线城市,否,26,20,27,34,15
9009,A类,二线城市,否,5,4,3,4,5
35536,A类,二线城市,否,8,6,9,2,5
37741,A类,二线城市,否,13,5,12,3,5
38294,A类,一线城市,否,4,3,4,2,2
40884,A类,二线城市,否,9,13,39,10,2
51550,A类,三线城市,否,3,5,13,0,9
58823,A类,二线城市,否,5,1,3,5,4
59057,A类,二线城市,否,3,8,6,1,0
1576,A类,二线城市,否,6,5,4,5,2
2174,A类,二线城市,否,19,9,4,8,12
3572,A类,一线城市,否,26,14,13,23,16
11992,A类,一线城市,否,,,,1,0
30391,A类,三线城市,否,6,,2,0,1
44209,A类,二线城市,否,6,7,8,12,6
57553,A类,二线城市,否,,7,12,12,10
160,A类,二线城市,否,5,12,11,26,23
11543,A类,二线城市,否,1,2,,0,0
13901,A类,二线城市,否,9,6,9,2,6
18092,A类,二线城市,否,6,2,4,5,1
54275,A类,二线城市,否,,4,2,2,2
56563,A类,一线城市,否,45,33,35,20,20
57862,A类,二线城市,否,11,22,25,14,16
1809,A类,一线城市,否,13,14,18,23,19
4491,A类,一线城市,否,8,4,3,0,6
5555,A类,二线城市,否,2,,1,2,5
44582,A类,二线城市,否,16,26,23,18,9
1706,A类,一线城市,否,7,,1,5,7
3220,A类,二线城市,否,12,13,15,14,14
4357,A类,二线城市,否,3,3,11,12,2
9599,A类,二线城市,否,3,10,4,6,3
16550,A类,二线城市,否,5,,9,6,3
17673,A类,一线城市,否,9,13,9,10,6
43621,A类,二线城市,否,9,8,6,9,13
44271,A类,二线城市,否,17,12,17,13,16
47027,A类,二线城市,否,8,7,7,4,10
48801,A类,二线城市,否,12,9,21,12,17
56540,A类,二线城市,否,10,13,9,10,10
7714,A类,一线城市,否,3,8,3,10,3
18846,A类,二线城市,否,,2,6,3,4
19813,A类,二线城市,否,16,2,7,14,12
21641,A类,二线城市,否,5,4,6,2,5
59246,A类,二线城市,否,19,13,11,9,1
13358,A类,二线城市,否,6,9,9,10,6
14007,A类,二线城市,否,4,2,3,2,5
25672,A类,二线城市,否,7,1,9,11,2
48243,A类,二线城市,否,26,13,28,21,23
58634,A类,二线城市,否,6,5,4,0,0
1756,A类,二线城市,否,10,5,5,3,10
3459,A类,二线城市,否,10,11,8,8,6
30521,A类,二线城市,否,18,4,21,6,5
34551,A类,二线城市,否,,7,2,9,2
47849,A类,二线城市,否,,,4,1,2
57120,A类,一线城市,否,1,,,0,3
60190,A类,二线城市,否,4,5,11,3,10
57224,A类,二线城市,否,8,8,18,13,16
657,A类,一线城市,否,6,10,4,10,11
988,A类,二线城市,否,4,7,9,9,8
10639,A类,二线城市,否,5,1,,0,0
11983,A类,二线城市,否,11,13,12,10,5
14131,A类,二线城市,否,9,6,8,5,11
17476,A类,二线城市,否,5,4,2,2,2
22269,A类,二线城市,否,3,7,9,12,6
47023,A类,二线城市,否,8,5,2,16,6
61876,A类,二线城市,否,10,11,25,23,72
10570,A类,二线城市,否,17,23,10,21,4
19789,A类,二线城市,否,24,27,18,8,17
48468,A类,一线城市,否,15,5,3,3,3
54034,A类,二线城市,否,,3,9,3,1
11117,A类,二线城市,否,17,7,6,11,5
12365,A类,二线城市,否,6,6,3,7,6
26762,A类,二线城市,否,12,3,,11,9
44270,A类,二线城市,否,7,2,6,7,6
944,A类,一线城市,否,8,7,1,4,7
4574,A类,一线城市,否,7,3,6,6,3
12289,A类,二线城市,否,5,9,7,7,1
46081,A类,二线城市,否,8,4,2,13,4
56261,A类,二线城市,否,11,8,10,15,5
58104,A类,二线城市,否,2,2,4,3,4
3493,A类,二线城市,否,10,10,10,5,10
8654,A类,二线城市,否,6,12,11,18,14
9319,A类,二线城市,否,9,4,22,16,13
14947,A类,二线城市,否,9,11,7,10,10
17191,A类,一线城市,否,4,11,6,3,5
1044,A类,二线城市,否,7,5,4,4,2
15418,A类,二线城市,否,1,7,5,6,4
22498,A类,三线城市,否,5,2,5,0,5
34430,A类,二线城市,否,4,5,4,3,6
13176,A类,二线城市,否,16,15,13,23,13
23029,A类,二线城市,否,6,12,4,2,6
30899,A类,一线城市,否,27,19,34,37,28
32790,A类,二线城市,否,7,6,14,15,10
44916,A类,二线城市,否,6,6,7,4,5
7296,A类,二线城市,否,13,14,12,16,13
16011,A类,一线城市,否,9,3,6,7,7
32076,A类,二线城市,否,5,11,13,9,4
48704,A类,二线城市,否,21,14,17,19,27
50333,A类,二线城市,否,7,17,14,10,4
10981,A类,一线城市,否,7,6,11,6,5
21465,A类,二线城市,否,6,3,10,7,9
40566,A类,一线城市,否,7,3,4,2,1
42877,A类,二线城市,否,7,2,6,3,8
50513,A类,一线城市,否,11,4,13,15,12
14563,A类,一线城市,否,8,18,15,12,12
21329,A类,二线城市,否,6,2,6,2,1
31641,A类,二线城市,否,1,1,5,4,3
3429,A类,一线城市,否,36,28,29,15,10
18892,A类,三线城市,否,5,3,12,3,1
19992,A类,二线城市,否,15,14,4,10,7
37865,A类,二线城市,否,6,10,11,5,4
44277,A类,二线城市,否,2,1,5,20,19
46544,A类,二线城市,否,7,3,4,5,5
49124,A类,二线城市,否,19,19,14,15,6
50754,A类,二线城市,否,5,13,9,10,7
55226,A类,一线城市,否,11,4,7,6,5
55399,A类,一线城市,否,,,1,1,0
16641,A类,二线城市,否,51,29,44,20,32
25469,A类,二线城市,否,13,11,11,6,13
30473,A类,一线城市,否,7,7,9,4,4
57490,A类,二线城市,否,14,5,9,4,6
2363,A类,二线城市,否,27,18,18,16,12
5647,A类,二线城市,否,27,22,19,23,21
5657,A类,一线城市,否,21,11,17,13,12
8190,A类,二线城市,否,1,2,9,1,2
16277,A类,二线城市,否,8,5,7,10,12
22059,A类,二线城市,否,17,1,12,9,3
24698,A类,二线城市,否,6,8,,6,1
41645,A类,二线城市,否,10,5,9,5,8
45591,A类,一线城市,否,3,6,8,7,1
37531,A类,二线城市,否,8,8,11,9,6
40585,A类,二线城市,否,9,3,10,8,4
49129,A类,二线城市,否,,1,5,3,6
10521,A类,二线城市,否,17,22,26,17,7
36670,A类,二线城市,否,15,6,11,0,13
46510,A类,二线城市,否,2,,,0,0
53834,A类,一线城市,否,,,11,3,9
56072,A类,三线城市,否,15,10,8,11,7
3745,A类,二线城市,否,5,1,5,9,7
16803,A类,一线城市,否,1,,,0,13
39723,A类,二线城市,否,7,12,11,7,3
5973,A类,二线城市,否,13,1,5,6,6
46232,A类,二线城市,否,5,2,6,4,4
51002,A类,二线城市,否,15,29,18,25,11
57453,A类,二线城市,否,25,23,26,25,27
18807,A类,一线城市,否,,,7,2,2
32023,A类,一线城市,否,17,45,47,37,36
43821,A类,一线城市,否,10,13,3,0,2
50355,A类,一线城市,否,7,6,4,6,8
57668,A类,二线城市,否,2,,3,0,2
10790,A类,二线城市,否,23,33,30,20,35
11436,A类,二线城市,否,28,20,24,18,24
20730,A类,一线城市,否,13,7,6,12,3
23306,A类,二线城市,否,27,22,19,21,15
26575,A类,二线城市,否,13,12,15,8,8
39612,A类,二线城市,否,13,11,10,20,21
10138,A类,二线城市,否,2,2,7,4,5
19574,A类,二线城市,否,10,10,12,17,13
32328,A类,二线城市,否,4,3,4,14,14
34419,A类,二线城市,否,8,2,3,2,2
54560,A类,二线城市,否,2,3,3,0,0
55575,A类,二线城市,否,8,11,9,8,6
539,A类,二线城市,否,6,4,4,10,11
1939,A类,二线城市,否,8,12,9,14,14
5888,A类,二线城市,否,38,31,22,35,33
9639,A类,二线城市,否,5,5,2,4,5
10310,A类,二线城市,否,15,8,2,12,6
12719,A类,二线城市,否,28,26,33,28,20
13754,A类,二线城市,否,4,2,7,0,0
40533,A类,二线城市,否,13,17,6,13,18
53816,A类,二线城市,否,16,4,9,10,7
54769,A类,一线城市,否,13,5,9,4,2
9865,A类,二线城市,否,13,7,14,21,13
10251,A类,二线城市,否,13,8,15,9,8
19446,A类,一线城市,否,6,7,4,2,6
57452,A类,三线城市,否,9,12,6,0,0
854,A类,二线城市,否,12,16,16,27,12
14472,A类,二线城市,否,29,19,23,5,23
17397,A类,三线城市,否,16,3,,0,0
48601,A类,二线城市,否,10,6,9,5,5
53553,A类,二线城市,否,13,10,9,5,10
58688,A类,二线城市,否,6,11,6,6,0
60230,A类,三线城市,否,1,1,3,0,1
10589,A类,一线城市,否,5,3,1,5,3
32749,A类,二线城市,否,5,9,7,3,4
39000,A类,二线城市,否,9,6,7,4,6
270,A类,二线城市,否,15,14,9,0,0
7112,A类,一线城市,否,3,9,4,3,13
55535,A类,二线城市,否,5,7,5,16,16
559,A类,二线城市,否,3,1,7,2,6
8234,A类,一线城市,否,1,8,12,5,10
48413,A类,二线城市,否,8,5,10,9,3
59262,A类,二线城市,否,11,15,12,15,20
3,A类,二线城市,否,1,1,2,1,1
2467,A类,二线城市,否,3,7,9,6,6
9394,A类,一线城市,否,7,7,6,8,11
22044,A类,三线城市,否,3,4,9,1,2
44613,A类,二线城市,否,4,6,4,7,10
50995,A类,二线城市,否,4,,2,2,0
56180,A类,一线城市,否,7,3,10,1,5
57647,A类,二线城市,否,2,,1,0,0
58167,A类,二线城市,否,14,12,11,13,15
1438,A类,二线城市,否,10,5,7,14,9
3169,A类,一线城市,否,6,2,4,3,7
19472,A类,二线城市,否,5,3,11,9,11
42596,A类,二线城市,否,18,11,6,21,8
43199,A类,二线城市,否,7,2,2,4,6
47958,A类,一线城市,否,11,13,15,9,9
48044,A类,二线城市,否,8,25,5,18,0
55870,A类,一线城市,否,1,2,7,4,6
23583,A类,二线城市,否,4,5,7,3,3
29524,A类,一线城市,否,29,15,23,21,7
39452,A类,二线城市,否,7,14,10,15,14
45425,A类,二线城市,否,8,7,4,7,6
49514,A类,一线城市,否,3,,5,3,6
62105,A类,三线城市,否,53,69,85,25,45
21813,A类,二线城市,否,2,16,12,11,7
46987,A类,一线城市,否,3,,3,10,1
54159,A类,二线城市,否,10,14,12,9,7
55323,A类,二线城市,否,25,18,15,11,14
55712,A类,二线城市,否,6,12,5,20,10
1995,A类,二线城市,否,10,10,11,10,1
3802,A类,二线城市,否,25,21,25,20,13
8664,A类,三线城市,否,3,5,7,8,5
9777,A类,二线城市,否,5,2,5,8,9
10536,A类,二线城市,否,5,8,2,6,4
14074,A类,三线城市,否,,1,,7,3
15165,A类,二线城市,否,8,8,8,8,7
28888,A类,三线城市,否,2,,7,4,0
53479,A类,二线城市,否,15,3,6,7,7
1606,A类,二线城市,否,1,2,,2,0
15488,A类,二线城市,否,14,15,14,11,9
39937,A类,二线城市,否,7,9,7,5,7
58278,A类,二线城市,否,2,6,3,3,4
60833,A类,二线城市,否,14,23,7,4,8
2778,A类,二线城市,否,6,,10,10,11
7076,A类,二线城市,否,14,4,4,5,4
8319,A类,二线城市,否,17,5,12,3,4
8974,A类,一线城市,否,11,21,15,18,7
12207,A类,二线城市,否,37,31,37,49,42
30616,A类,二线城市,否,11,6,10,14,15
55672,A类,二线城市,否,2,3,4,4,4
58056,A类,一线城市,否,4,1,2,5,10
55488,A类,三线城市,否,7,11,25,6,9
56901,A类,二线城市,否,12,9,17,14,27
35075,A类,二线城市,否,14,13,14,10,10
58842,A类,二线城市,否,6,3,0,1,8
448,A类,二线城市,否,9,15,7,26,10
12186,A类,二线城市,否,9,12,12,18,8
43756,A类,二线城市,否,16,12,10,13,4
51530,A类,二线城市,否,6,2,4,1,5
56390,A类,二线城市,否,9,6,8,7,10
8238,A类,一线城市,否,74,47,48,46,58
13820,A类,二线城市,否,8,9,2,11,8
42443,A类,二线城市,否,,,,9,5
42560,A类,二线城市,否,3,4,10,3,2
45173,A类,二线城市,否,,46,36,75,39
48627,A类,二线城市,否,45,36,33,37,52
55364,A类,二线城市,否,3,2,3,9,0
5887,A类,二线城市,否,12,8,9,1,5
10485,A类,二线城市,否,6,6,3,8,2
20140,A类,二线城市,否,8,7,9,8,11
21413,A类,三线城市,否,,,,0,1
23225,A类,二线城市,否,10,4,12,7,13
27318,A类,三线城市,否,6,3,2,2,9
43778,A类,一线城市,否,7,7,5,5,15
48099,A类,三线城市,否,,,,4,0
50366,A类,一线城市,否,4,,13,7,6
57017,A类,二线城市,否,3,1,8,6,5
2991,A类,二线城市,否,15,21,16,25,25
30944,A类,二线城市,否,9,15,11,11,9
1632,A类,二线城市,否,,,,8,4
31749,A类,二线城市,否,5,3,10,9,9
37078,A类,一线城市,否,10,8,9,6,12
45677,A类,二线城市,否,10,3,11,1,9
53772,A类,一线城市,否,5,3,8,5,10
53939,A类,二线城市,否,4,4,2,2,7
56282,A类,二线城市,否,,9,13,7,5
58238,A类,二线城市,否,15,9,14,2,2
58833,A类,三线城市,否,2,1,2,0,4
59420,A类,二线城市,否,20,17,25,15,8
59574,A类,二线城市,否,2,7,1,0,0
60105,A类,二线城市,否,7,3,4,7,3
13793,A类,二线城市,否,10,13,8,6,12
33590,A类,二线城市,否,1,5,6,5,4
42857,A类,二线城市,否,8,8,7,10,8
54022,A类,二线城市,否,11,9,9,13,7
9086,A类,二线城市,否,9,10,6,5,18
45141,A类,二线城市,否,25,22,19,14,8
55846,A类,二线城市,否,10,3,2,8,0
57586,A类,二线城市,否,5,7,3,8,5
1528,A类,二线城市,否,27,28,33,33,62
7710,A类,二线城市,否,2,6,3,1,7
14916,A类,二线城市,否,11,26,15,30,16
26366,A类,三线城市,否,,2,,0,1
28845,A类,一线城市,否,40,17,27,24,14
28868,A类,二线城市,否,6,,6,1,3
40460,A类,二线城市,否,1,9,5,6,4
7798,A类,二线城市,否,2,9,6,20,15
31004,A类,二线城市,否,,2,,10,6
42851,A类,二线城市,否,14,7,3,24,7
53311,A类,二线城市,否,3,6,2,5,9
55392,A类,二线城市,否,8,6,15,8,3
16474,A类,三线城市,否,7,11,8,0,1
48807,A类,二线城市,否,8,7,8,8,4
53799,A类,二线城市,否,4,2,7,0,0
56263,A类,二线城市,否,14,17,13,19,14
61553,A类,二线城市,否,7,2,2,10,8
121,A类,二线城市,否,9,15,3,6,11
1449,A类,二线城市,否,1,,,1,1
9632,A类,二线城市,否,3,10,14,13,22
31485,A类,二线城市,否,7,3,4,5,4
32899,A类,一线城市,否,20,14,19,22,18
45662,A类,二线城市,否,8,3,7,5,14
60827,A类,二线城市,否,11,18,13,14,6
7109,A类,一线城市,否,5,4,4,5,3
19795,A类,一线城市,否,3,5,4,0,2
47211,A类,一线城市,否,4,3,2,4,2
50908,A类,一线城市,否,8,13,10,15,4
1227,A类,二线城市,否,9,9,7,10,14
3075,A类,二线城市,否,18,11,7,8,8
11621,A类,三线城市,否,16,7,8,8,8
23056,A类,二线城市,否,4,7,11,10,9
34596,A类,二线城市,否,8,3,5,6,5
54772,A类,二线城市,否,9,3,9,3,6
180,A类,二线城市,否,2,2,5,4,4
12038,A类,二线城市,否,8,16,8,13,11
36033,A类,二线城市,否,22,19,23,13,10
45074,A类,三线城市,否,,7,2,3,1
6032,A类,二线城市,否,11,14,18,12,4
8228,A类,二线城市,否,20,14,18,13,15
10842,A类,二线城市,否,6,9,7,5,6
19769,A类,二线城市,否,4,11,7,7,17
1151,A类,二线城市,否,20,18,18,17,15
2705,A类,二线城市,否,8,3,5,8,6
16540,A类,二线城市,否,26,21,20,25,14
26161,A类,二线城市,否,2,3,0,0,2
35166,A类,二线城市,否,9,2,5,4,4
44402,A类,二线城市,否,59,18,27,20,10
48025,A类,三线城市,否,12,3,15,0,3
21915,A类,一线城市,否,5,5,6,4,1
48542,A类,三线城市,否,5,27,5,2,6
46708,A类,一线城市,否,8,3,3,7,7
22520,A类,三线城市,否,8,11,30,19,4
24056,A类,二线城市,否,7,8,5,5,2
38968,A类,二线城市,否,16,5,11,14,12
55741,A类,二线城市,否,41,18,6,3,0
57730,A类,二线城市,否,2,,,0,0
5358,A类,一线城市,否,11,9,8,6,11
8981,A类,二线城市,否,7,4,5,11,4
14045,A类,二线城市,否,1,1,3,7,8
47357,A类,一线城市,否,6,5,6,11,8
1248,A类,二线城市,否,8,13,8,9,5
1736,A类,二线城市,否,10,3,5,7,3
2340,A类,一线城市,否,34,33,24,16,46
8892,A类,二线城市,否,9,8,7,2,6
13909,A类,二线城市,否,3,15,6,5,8
16329,A类,三线城市,否,1,8,,0,0
25508,A类,一线城市,否,3,6,3,7,6
49886,A类,二线城市,否,1,1,,1,1
59457,A类,二线城市,否,8,24,13,7,6
6433,A类,一线城市,否,8,17,28,8,11
10175,A类,二线城市,否,5,9,8,6,4
13791,A类,二线城市,否,8,12,9,1,5
43950,A类,一线城市,否,4,,5,2,6
46469,A类,二线城市,否,3,,1,1,5
55735,A类,二线城市,否,4,5,7,4,4
25012,A类,二线城市,否,9,11,23,20,9
27851,A类,二线城市,否,13,7,12,28,19
58051,A类,一线城市,否,15,23,12,26,23
58579,A类,三线城市,否,5,6,1,0,5
2478,A类,二线城市,否,18,4,7,15,13
7929,A类,二线城市,否,5,,1,0,0
43258,A类,二线城市,否,5,3,3,3,3
47805,A类,一线城市,否,39,15,48,26,14
56653,A类,一线城市,否,8,12,10,15,12
58221,A类,三线城市,否,12,32,27,9,12
58720,A类,二线城市,否,16,12,24,8,16
59200,A类,二线城市,否,20,9,10,20,21
4228,A类,二线城市,否,10,9,15,14,14
15502,A类,一线城市,否,1,6,1,2,5
50841,A类,二线城市,否,14,4,6,8,7
56732,A类,二线城市,否,10,6,6,0,0
2484,A类,二线城市,否,3,3,6,1,4
38596,A类,二线城市,否,6,3,2,3,2
38899,A类,二线城市,否,6,4,3,7,21
54632,A类,二线城市,否,5,2,7,7,7
58562,A类,二线城市,否,4,11,14,9,8
60020,A类,二线城市,否,,4,17,5,5
20322,A类,三线城市,否,12,12,15,8,15
42698,A类,二线城市,否,37,16,22,15,18
2020,A类,二线城市,否,11,7,2,11,15
7381,A类,二线城市,否,3,5,,9,14
17482,A类,二线城市,否,15,9,14,13,24
32124,A类,一线城市,否,10,8,5,11,15
48751,A类,二线城市,否,3,,3,23,6
54376,A类,一线城市,否,71,38,75,57,36
58101,A类,二线城市,否,5,1,5,3,6
13297,A类,二线城市,否,20,16,12,18,10
17094,A类,一线城市,否,5,2,2,1,1
55646,A类,二线城市,否,5,7,6,12,11
12826,A类,二线城市,否,1,4,2,4,2
23694,A类,二线城市,否,8,6,10,4,5
37191,A类,二线城市,否,2,13,8,4,6
45620,A类,二线城市,否,8,18,6,0,0
46828,A类,二线城市,否,,,1,1,0
42733,A类,二线城市,否,15,11,19,18,15
10360,A类,二线城市,否,10,9,20,7,6
10435,A类,二线城市,否,3,5,3,4,3
10483,A类,二线城市,否,2,1,7,7,5
11426,A类,二线城市,否,19,7,13,13,17
25484,A类,二线城市,否,10,7,6,2,10
26375,A类,二线城市,否,6,2,4,4,2
46584,A类,二线城市,否,6,2,,0,1
49968,A类,二线城市,否,2,1,6,4,4
2818,A类,一线城市,否,9,8,11,9,11
44087,A类,二线城市,否,13,11,14,14,21
56586,A类,一线城市,否,6,6,6,5,3
37652,A类,二线城市,否,23,28,36,26,48
7792,A类,一线城市,否,,10,4,16,13
12045,A类,二线城市,否,5,6,8,11,10
36052,A类,二线城市,否,8,10,6,9,12
43511,A类,二线城市,否,7,7,6,7,2
47562,A类,二线城市,否,11,6,15,14,9
48066,A类,二线城市,否,27,18,12,19,14
57032,A类,二线城市,否,6,7,4,17,7
59721,A类,一线城市,否,27,23,34,60,42
7815,A类,三线城市,否,17,25,17,11,7
11031,A类,一线城市,否,12,8,10,14,8
12073,A类,三线城市,否,5,6,6,5,2
55161,A类,二线城市,否,7,2,9,6,3
1480,A类,二线城市,否,2,8,6,12,5
30191,A类,二线城市,否,8,5,23,14,9
37057,A类,一线城市,否,1,5,2,2,5
42183,A类,二线城市,否,5,11,11,10,5
48416,A类,二线城市,否,1,8,8,11,5
57681,A类,二线城市,否,2,1,2,3,7
58493,A类,一线城市,否,26,30,14,14,16
36126,A类,一线城市,否,2,9,4,5,7
38263,A类,二线城市,否,1,4,11,11,14
58577,A类,三线城市,否,4,4,6,3,1
4279,A类,二线城市,否,13,11,12,18,15
24138,A类,二线城市,否,35,39,37,22,9
24309,A类,二线城市,否,6,5,9,11,8
31406,A类,三线城市,否,4,6,9,0,2
51516,A类,二线城市,否,3,12,4,5,4
58378,A类,一线城市,否,3,2,5,4,4
58397,A类,二线城市,否,7,11,8,6,8
37718,A类,三线城市,否,,1,1,1,0
50052,A类,二线城市,否,7,11,23,10,7
56855,A类,三线城市,否,51,10,8,5,4
6873,A类,二线城市,否,3,14,8,9,2
7411,A类,二线城市,否,5,9,11,13,11
17426,A类,二线城市,否,4,9,7,14,8
30178,A类,二线城市,否,4,6,6,8,3
33426,A类,二线城市,否,8,3,10,4,8
35848,A类,二线城市,否,16,23,13,14,3
38076,A类,二线城市,否,42,47,34,27,15
39430,A类,二线城市,否,4,9,3,0,0
40796,A类,三线城市,否,16,8,19,10,7
42051,A类,一线城市,否,9,3,12,6,6
48697,A类,二线城市,否,34,27,5,11,8
52172,A类,二线城市,否,6,3,2,4,3
54958,A类,二线城市,否,3,2,2,3,6
10048,A类,二线城市,否,10,4,6,8,6
21747,A类,三线城市,否,,4,,1,0
33031,A类,二线城市,否,10,10,9,13,15
53645,A类,一线城市,否,10,5,11,9,11
55437,A类,一线城市,否,4,4,6,1,4
442,A类,二线城市,否,6,10,6,12,6
3193,A类,二线城市,否,6,6,5,4,11
43380,A类,二线城市,否,11,5,8,9,10
46080,A类,二线城市,否,5,7,6,5,4
54298,A类,二线城市,否,19,8,17,15,15
55999,A类,三线城市,否,43,28,35,13,8
3397,A类,二线城市,否,13,4,6,4,2
42171,A类,二线城市,否,36,30,17,27,33
4116,A类,二线城市,否,3,,9,1,2
8038,A类,二线城市,否,,8,4,0,0
8721,A类,二线城市,否,,6,7,0,5
13506,A类,二线城市,否,,1,2,0,2
29425,A类,二线城市,否,11,12,14,14,17
49505,A类,二线城市,否,,3,,4,1
55591,A类,三线城市,否,4,6,6,1,4
61902,A类,三线城市,否,4,6,5,10,22
23845,A类,一线城市,否,15,13,17,17,18
31691,A类,一线城市,否,6,4,6,3,4
53300,A类,二线城市,否,4,10,12,7,7
54398,A类,一线城市,否,18,16,17,18,22
61142,A类,二线城市,否,2,1,13,5,5
1367,A类,二线城市,否,10,15,22,9,16
7359,A类,二线城市,否,16,4,,5,8
9540,A类,二线城市,否,10,4,13,5,12
13254,A类,二线城市,否,14,7,12,9,8
15617,A类,二线城市,否,4,7,6,8,10
32286,A类,二线城市,否,8,6,7,12,20
33270,A类,三线城市,否,15,10,25,8,13
42017,A类,二线城市,否,10,6,14,12,10
43786,A类,二线城市,否,6,11,20,22,30
44032,A类,二线城市,否,13,15,8,14,14
44726,A类,二线城市,否,1,2,0,3,0
44973,A类,三线城市,否,25,12,12,17,21
54510,A类,一线城市,否,7,8,8,12,8
54710,A类,二线城市,否,10,4,2,4,3
56068,A类,三线城市,否,2,4,3,0,5
26344,A类,二线城市,否,1,3,1,1,1
49243,A类,二线城市,否,9,11,15,3,10
273,A类,二线城市,否,152,71,45,70,78
2559,A类,二线城市,否,22,18,42,20,18
10560,A类,二线城市,否,15,6,14,18,11
16330,A类,二线城市,否,8,11,15,29,14
23486,A类,二线城市,否,15,17,13,11,11
26977,A类,二线城市,否,8,7,,0,6
55000,A类,二线城市,否,7,2,3,10,8
57386,A类,三线城市,否,12,10,6,0,0
8265,A类,二线城市,否,55,35,34,30,32
13287,A类,二线城市,否,37,27,23,24,32
18393,A类,二线城市,否,2,4,9,8,2
31181,A类,三线城市,否,19,6,2,0,2
45581,A类,一线城市,否,6,5,4,7,4
4473,A类,二线城市,否,22,10,13,18,6
32451,A类,二线城市,否,12,9,3,10,7
34446,A类,一线城市,否,10,17,14,21,12
60435,A类,一线城市,否,13,7,17,5,2
8734,A类,一线城市,否,54,55,63,56,116
15364,A类,二线城市,否,5,,4,0,9
57575,A类,三线城市,否,6,4,7,9,4
515,A类,一线城市,否,28,20,22,24,31
3809,A类,二线城市,否,,,3,5,5
4352,A类,二线城市,否,12,8,4,8,4
6293,A类,二线城市,否,37,25,26,15,7
23130,A类,二线城市,否,9,13,9,15,8
44926,A类,三线城市,否,7,1,11,15,16
49708,A类,二线城市,否,8,4,4,11,6
51502,A类,二线城市,否,13,6,18,18,8
57106,A类,三线城市,否,4,4,4,0,1
40679,A类,二线城市,否,5,13,11,6,4
50483,A类,一线城市,否,9,10,16,14,7
54299,A类,二线城市,否,11,10,5,5,10
4245,A类,一线城市,否,19,25,23,17,24
12184,A类,二线城市,否,3,4,9,7,8
29005,A类,三线城市,否,7,,3,4,11
29853,A类,一线城市,否,9,5,6,7,6
47280,A类,一线城市,否,6,6,7,6,13
53524,A类,二线城市,否,6,8,12,7,7
53818,A类,二线城市,否,5,9,4,12,10
10844,A类,二线城市,否,8,14,19,20,22
19376,A类,二线城市,否,7,4,4,6,6
58570,A类,三线城市,否,9,12,16,1,21
3790,A类,一线城市,否,5,8,18,7,5
7219,A类,二线城市,否,2,3,14,0,8
15679,A类,二线城市,否,13,11,1,12,10
23405,A类,一线城市,否,9,4,2,1,3
46281,A类,二线城市,否,1,,,1,1
